date,state,district,pincode,demo_age_5_17,demo_age_17_
26-10-2025,Telangana,Mahabubnagar,509353,4,10
26-10-2025,Telangana,Mahabubnagar,509358,2,6
26-10-2025,Telangana,Mahabubnagar,509360,1,8
26-10-2025,Telangana,Mahabubnagar,509382,7,20
26-10-2025,Telangana,Mahabubnagar,509385,5,8
26-10-2025,Telangana,Mahabubnagar,509409,2,12
26-10-2025,Telangana,Mancherial,504205,5,38
26-10-2025,Telangana,Mancherial,504302,0,14
26-10-2025,Telangana,Medak,502032,7,6
26-10-2025,Telangana,Medak,502113,1,10
26-10-2025,Telangana,Medak,502205,0,1
26-10-2025,Telangana,Medak,502256,0,4
26-10-2025,Telangana,Medak,502267,4,3
26-10-2025,Telangana,Medak,502271,2,12
26-10-2025,Telangana,Medak,502280,2,5
26-10-2025,Telangana,Medak,502286,12,42
26-10-2025,Telangana,Medak,502293,3,7
26-10-2025,Telangana,Medak,502301,0,6
26-10-2025,Telangana,Medak,502316,0,7
26-10-2025,Telangana,Medak,502319,3,8
26-10-2025,Telangana,Medak,502329,0,4
26-10-2025,Telangana,Medak,502334,4,11
26-10-2025,Telangana,Medak,502336,0,15
26-10-2025,Telangana,Medak,502371,4,5
26-10-2025,Telangana,Medak,502375,1,3
26-10-2025,Telangana,Medchal-malkajgiri,500018,11,38
26-10-2025,Telangana,Medchal-malkajgiri,500037,8,40
26-10-2025,Telangana,Medchal-malkajgiri,500040,7,20
26-10-2025,Telangana,Medchal-malkajgiri,500051,4,12
26-10-2025,Telangana,Medchal-malkajgiri,500067,6,6
26-10-2025,Telangana,Medchal-malkajgiri,500078,0,3
26-10-2025,Telangana,Medchal−malkajgiri,500039,0,2
26-10-2025,Telangana,Medchal−malkajgiri,500056,0,3
26-10-2025,Telangana,Medchal−malkajgiri,501301,1,1
26-10-2025,Telangana,Mulugu,506165,9,30
26-10-2025,Telangana,Mulugu,506352,0,8
26-10-2025,Telangana,Mulugu,507136,7,42
26-10-2025,Telangana,Nagarkurnool,509105,1,16
26-10-2025,Telangana,Nagarkurnool,509209,6,31
26-10-2025,Telangana,Nagarkurnool,509401,1,7
26-10-2025,Telangana,Nalgonda,508116,4,14
26-10-2025,Telangana,Nalgonda,508202,3,19
26-10-2025,Telangana,Nalgonda,508205,4,17
26-10-2025,Telangana,Nalgonda,508221,5,6
26-10-2025,Telangana,Nalgonda,508248,8,74
26-10-2025,Telangana,Nalgonda,508254,3,14
26-10-2025,Telangana,Nalgonda,508266,7,24
26-10-2025,Telangana,Nalgonda,508284,0,2
26-10-2025,Telangana,Nalgonda,508286,1,12
26-10-2025,Telangana,Nalgonda,508355,4,42
26-10-2025,Telangana,Narayanpet,509205,4,5
26-10-2025,Telangana,Narayanpet,509339,0,2
26-10-2025,Telangana,Narayanpet,509352,4,19
26-10-2025,Telangana,Narayanpet,509353,4,24
26-10-2025,Telangana,Narayanpet,509371,1,4
26-10-2025,Telangana,Narayanpet,509407,3,9
26-10-2025,Telangana,Narayanpet,509409,0,4
26-10-2025,Telangana,Nirmal,504103,11,86
26-10-2025,Telangana,Nirmal,504310,2,23
26-10-2025,Telangana,Nizamabad,503001,14,70
26-10-2025,Telangana,Nizamabad,503164,7,47
26-10-2025,Telangana,Nizamabad,503201,2,3
26-10-2025,Telangana,Nizamabad,503206,1,10
26-10-2025,Telangana,Nizamabad,503217,0,5
26-10-2025,Telangana,Nizamabad,503230,10,36
26-10-2025,Telangana,Nizamabad,503305,4,5
26-10-2025,Telangana,Nizamabad,503308,2,20
26-10-2025,Telangana,Nizamabad,503309,2,10
26-10-2025,Telangana,Peddapalli,505184,2,19
26-10-2025,Telangana,Peddapalli,505214,2,0
26-10-2025,Telangana,Peddapalli,505416,2,7
26-10-2025,Telangana,Peddapalli,505525,1,23
26-10-2025,Telangana,Rajanna Sircilla,505305,4,13
26-10-2025,Telangana,Rajanna Sircilla,505403,0,4
26-10-2025,Telangana,Rajanna Sircilla,505524,1,10
26-10-2025,Telangana,Rajanna Sircilla,505530,0,1
26-10-2025,Telangana,Sangareddy,502001,7,28
26-10-2025,Telangana,Sangareddy,502249,3,4
26-10-2025,Telangana,Sangareddy,502251,0,5
26-10-2025,Telangana,Sangareddy,502273,2,11
26-10-2025,Telangana,Sangareddy,502286,2,10
26-10-2025,Telangana,Sangareddy,502291,7,31
26-10-2025,Telangana,Sangareddy,502300,3,5
26-10-2025,Telangana,Sangareddy,502306,1,5
26-10-2025,Telangana,Sangareddy,502307,4,10
26-10-2025,Telangana,Sangareddy,502345,0,3
26-10-2025,Telangana,Siddipet,502103,9,50
26-10-2025,Telangana,Siddipet,502310,0,4
26-10-2025,Telangana,Siddipet,505467,4,15
26-10-2025,Telangana,Siddipet,505530,1,13
26-10-2025,Telangana,Siddipet,506223,1,8
26-10-2025,Telangana,Siddipet,506224,0,8
26-10-2025,Telangana,Siddipet,506367,2,8
26-10-2025,Telangana,Suryapet,508206,8,59
26-10-2025,Telangana,Suryapet,508224,1,3
26-10-2025,Telangana,Suryapet,508238,2,6
26-10-2025,Telangana,Vikarabad,501158,7,28
26-10-2025,Telangana,Vikarabad,501203,0,1
26-10-2025,Telangana,Wanaparthy,509103,16,39
26-10-2025,Telangana,Wanaparthy,509105,2,16
26-10-2025,Telangana,Wanaparthy,509203,0,2
26-10-2025,Telangana,Wanaparthy,509382,0,5
26-10-2025,Telangana,Warangal,506001,0,3
26-10-2025,Telangana,Warangal,506002,5,10
26-10-2025,Telangana,Warangal,506003,0,1
26-10-2025,Telangana,Warangal,506004,0,1
26-10-2025,Telangana,Warangal,506134,1,4
26-10-2025,Telangana,Warangal,506143,1,1
26-10-2025,Telangana,Warangal,506163,2,7
26-10-2025,Telangana,Warangal,506172,0,7
26-10-2025,Telangana,Warangal,506331,1,23
26-10-2025,Telangana,Warangal,506355,0,4
26-10-2025,Telangana,Warangal,506356,0,1
26-10-2025,Telangana,Warangal,506367,2,4
26-10-2025,Telangana,Warangal,506369,0,2
26-10-2025,Telangana,Warangal,506391,3,1
26-10-2025,Telangana,Warangal (urban),505476,0,3
26-10-2025,Telangana,Warangal Rural,506006,3,6
26-10-2025,Telangana,Warangal Rural,506132,0,11
26-10-2025,Telangana,Warangal Rural,506331,2,21
26-10-2025,Telangana,Warangal Urban,506004,0,1
26-10-2025,Telangana,Warangal Urban,506007,0,1
26-10-2025,Telangana,Warangal Urban,506013,3,6
26-10-2025,Telangana,Yadadri.,508113,3,10
26-10-2025,Telangana,Yadadri.,508115,0,15
26-10-2025,Telangana,Yadadri.,508126,1,33
26-10-2025,Telangana,Yadadri.,508223,1,9
21-10-2025,Telangana,Adilabad,504201,0,1
21-10-2025,Telangana,Adilabad,504231,0,1
21-10-2025,Telangana,Bhadradri Kothagudem,507122,0,1
21-10-2025,Telangana,Bhadradri Kothagudem,507123,0,2
21-10-2025,Telangana,Bhadradri Kothagudem,507301,0,1
21-10-2025,Telangana,Hyderabad,500017,1,2
21-10-2025,Telangana,Hyderabad,500026,0,1
21-10-2025,Telangana,Hyderabad,500027,0,2
21-10-2025,Telangana,Hyderabad,500029,2,2
21-10-2025,Telangana,Hyderabad,500034,0,1
21-10-2025,Telangana,Hyderabad,500062,0,1
21-10-2025,Telangana,Hyderabad,500080,0,2
21-10-2025,Telangana,Hyderabad,500094,0,1
21-10-2025,Telangana,Jagitial,505325,0,2
21-10-2025,Telangana,Jagitial,505453,0,2
21-10-2025,Telangana,Jagitial,505454,0,2
21-10-2025,Telangana,Jangoan,506222,0,0
21-10-2025,Telangana,Jangoan,506252,0,1
21-10-2025,Telangana,Jangoan,506303,1,1
21-10-2025,Telangana,Jayashankar Bhupalpally,506168,1,1
21-10-2025,Telangana,Jayashankar Bhupalpally,506366,0,2
21-10-2025,Telangana,Jogulamba Gadwal,509128,1,3
21-10-2025,Telangana,Jogulamba Gadwal,509132,0,5
21-10-2025,Telangana,K.v. Rangareddy,500047,0,5
21-10-2025,Telangana,K.v. Rangareddy,500058,0,5
21-10-2025,Telangana,K.v. Rangareddy,500077,0,1
21-10-2025,Telangana,K.v. Rangareddy,500086,0,3
21-10-2025,Telangana,K.v. Rangareddy,500088,1,0
21-10-2025,Telangana,K.v. Rangareddy,500089,0,7
21-10-2025,Telangana,K.v. Rangareddy,501218,0,3
21-10-2025,Telangana,K.v. Rangareddy,501501,0,1
21-10-2025,Telangana,K.v. Rangareddy,501509,0,2
21-10-2025,Telangana,K.v. Rangareddy,501510,0,1
21-10-2025,Telangana,K.v. Rangareddy,509207,1,2
21-10-2025,Telangana,Kamareddy,503110,0,2
21-10-2025,Telangana,Kamareddy,503309,0,1
21-10-2025,Telangana,Karimnagar,505122,0,2
21-10-2025,Telangana,Karimnagar,505172,0,2
21-10-2025,Telangana,Karimnagar,505188,0,1
21-10-2025,Telangana,Karimnagar,505209,0,2
21-10-2025,Telangana,Karimnagar,505302,1,0
21-10-2025,Telangana,Karimnagar,505303,0,1
21-10-2025,Telangana,Karimnagar,505451,1,1
21-10-2025,Telangana,Karimnagar,505468,0,1
21-10-2025,Telangana,Karimnagar,505469,0,1
21-10-2025,Telangana,Karimnagar,505470,0,4
21-10-2025,Telangana,Karimnagar,505474,0,1
21-10-2025,Telangana,Karimnagar,505530,0,1
21-10-2025,Telangana,Khammam,507003,0,1
21-10-2025,Telangana,Khammam,507114,1,0
21-10-2025,Telangana,Khammam,507201,0,1
21-10-2025,Telangana,Khammam,507211,1,0
21-10-2025,Telangana,Mahabubabad,506324,0,1
21-10-2025,Telangana,Mahabubnagar,509102,0,3
21-10-2025,Telangana,Mahabubnagar,509129,0,2
21-10-2025,Telangana,Mahabubnagar,509130,0,2
21-10-2025,Telangana,Mahabubnagar,509382,1,4
21-10-2025,Telangana,Mancherial,504205,1,2
21-10-2025,Telangana,Mancherial,504206,0,1
21-10-2025,Telangana,Mancherial,504301,0,4
21-10-2025,Telangana,Mancherial,504302,0,2
21-10-2025,Telangana,Medak,502220,0,1
21-10-2025,Telangana,Medak,502280,0,1
21-10-2025,Telangana,Medak,502295,0,2
21-10-2025,Telangana,Medak,502302,0,5
21-10-2025,Telangana,Medak,502314,0,1
21-10-2025,Telangana,Medak,502319,1,0
21-10-2025,Telangana,Medak,502336,1,1
21-10-2025,Telangana,Medak,502371,0,1
21-10-2025,Telangana,Medchal-malkajgiri,500043,0,2
21-10-2025,Telangana,Medchal-malkajgiri,500055,1,10
21-10-2025,Telangana,Medchal-malkajgiri,500056,0,1
21-10-2025,Telangana,Medchal-malkajgiri,500090,2,9
21-10-2025,Telangana,Medchal-malkajgiri,501301,0,2
21-10-2025,Telangana,Nagarkurnool,509102,0,1
21-10-2025,Telangana,Nagarkurnool,509206,0,1
21-10-2025,Telangana,Nagarkurnool,509215,0,1
21-10-2025,Telangana,Nagarkurnool,509375,0,1
21-10-2025,Telangana,Nalgonda,508001,0,6
21-10-2025,Telangana,Nalgonda,508105,0,1
21-10-2025,Telangana,Nalgonda,508206,0,3
21-10-2025,Telangana,Nalgonda,508217,0,1
21-10-2025,Telangana,Nalgonda,508223,0,1
21-10-2025,Telangana,Nalgonda,508244,0,1
21-10-2025,Telangana,Narayanpet,509353,0,2
21-10-2025,Telangana,Narayanpet,509407,0,2
21-10-2025,Telangana,Nirmal,504106,3,7
21-10-2025,Telangana,Nizamabad,503206,0,2
21-10-2025,Telangana,Nizamabad,503311,0,2
21-10-2025,Telangana,Peddapalli,505152,0,3
21-10-2025,Telangana,Rajanna Sircilla,505405,0,2
21-10-2025,Telangana,Sangareddy,502294,2,1
21-10-2025,Telangana,Sangareddy,502306,0,1
21-10-2025,Telangana,Sangareddy,502321,0,1
21-10-2025,Telangana,Siddipet,502103,0,3
21-10-2025,Telangana,Siddipet,502107,0,2
21-10-2025,Telangana,Siddipet,502301,0,1
21-10-2025,Telangana,Siddipet,502334,0,2
21-10-2025,Telangana,Siddipet,506367,0,2
21-10-2025,Telangana,Suryapet,508221,0,2
21-10-2025,Telangana,Suryapet,508280,1,2
21-10-2025,Telangana,Vikarabad,501106,0,1
21-10-2025,Telangana,Vikarabad,501144,1,3
21-10-2025,Telangana,Vikarabad,509336,0,7
21-10-2025,Telangana,Wanaparthy,509131,0,1
21-10-2025,Telangana,Wanaparthy,509206,0,2
21-10-2025,Telangana,Wanaparthy,509235,0,1
21-10-2025,Telangana,Warangal,506003,1,1
21-10-2025,Telangana,Warangal,506005,0,1
21-10-2025,Telangana,Warangal,506134,1,0
21-10-2025,Telangana,Warangal,506324,0,1
21-10-2025,Telangana,Warangal,506366,0,1
21-10-2025,Telangana,Yadadri.,508105,0,1
21-10-2025,Telangana,Yadadri.,508112,0,3
20-10-2025,Telangana,Adilabad,504001,6,14
20-10-2025,Telangana,Adilabad,504251,0,1
20-10-2025,Telangana,Adilabad,504308,0,4
20-10-2025,Telangana,Adilabad,504310,2,0
20-10-2025,Telangana,Adilabad,504312,1,2
20-10-2025,Telangana,Adilabad,504323,1,3
20-10-2025,Telangana,Bhadradri Kothagudem,507118,0,1
20-10-2025,Telangana,Bhadradri Kothagudem,507303,0,4
20-10-2025,Telangana,Bhadradri Kothagudem,507316,3,3
20-10-2025,Telangana,Hanumakonda,505101,0,1
20-10-2025,Telangana,Hanumakonda,505471,0,1
20-10-2025,Telangana,Hanumakonda,506001,3,13
20-10-2025,Telangana,Hanumakonda,506142,1,8
20-10-2025,Telangana,Hanumakonda,506164,0,2
20-10-2025,Telangana,Hanumakonda,506319,1,5
20-10-2025,Telangana,Hyderabad,500024,3,11
20-10-2025,Telangana,Hyderabad,500036,1,12
20-10-2025,Telangana,Hyderabad,500040,0,2
20-10-2025,Telangana,Hyderabad,500045,6,11
20-10-2025,Telangana,Hyderabad,500054,7,9
20-10-2025,Telangana,Hyderabad,500080,3,4
20-10-2025,Telangana,Hyderabad,500082,0,4
20-10-2025,Telangana,Hyderabad,500094,1,10
20-10-2025,Telangana,Jagitial,505460,1,5
20-10-2025,Telangana,Jagitial,505529,0,2
20-10-2025,Telangana,Jangoan,506201,1,2
20-10-2025,Telangana,Jangoan,506252,1,4
20-10-2025,Telangana,Jangoan,506301,0,2
20-10-2025,Telangana,Jangoan,506302,2,6
20-10-2025,Telangana,Jangoan,506303,1,5
20-10-2025,Telangana,Jayashankar Bhupalpally,505503,0,7
20-10-2025,Telangana,Jayashankar Bhupalpally,505504,1,3
20-10-2025,Telangana,Jayashankar Bhupalpally,506164,1,2
20-10-2025,Telangana,Jogulamba Gadwal,509129,1,8
20-10-2025,Telangana,Jogulamba Gadwal,509133,1,0
20-10-2025,Telangana,K.v. Rangareddy,500019,5,12
20-10-2025,Telangana,K.v. Rangareddy,500052,2,24
20-10-2025,Telangana,K.v. Rangareddy,500074,2,9
20-10-2025,Telangana,K.v. Rangareddy,500079,6,16
20-10-2025,Telangana,K.v. Rangareddy,500084,7,18
20-10-2025,Telangana,K.v. Rangareddy,500086,5,11
20-10-2025,Telangana,K.v. Rangareddy,500087,1,0
20-10-2025,Telangana,K.v. Rangareddy,500102,0,2
20-10-2025,Telangana,K.v. Rangareddy,501144,0,2
20-10-2025,Telangana,K.v. Rangareddy,501501,0,1
20-10-2025,Telangana,K.v. Rangareddy,501502,1,3
20-10-2025,Telangana,K.v. Rangareddy,501508,0,2
20-10-2025,Telangana,K.v. Rangareddy,509217,2,8
20-10-2025,Telangana,K.v. Rangareddy,509321,1,8
20-10-2025,Telangana,K.v. Rangareddy,509410,0,4
20-10-2025,Telangana,Kamareddy,503187,5,4
20-10-2025,Telangana,Kamareddy,503306,0,1
20-10-2025,Telangana,Karimnagar,505174,0,2
20-10-2025,Telangana,Karimnagar,505415,0,4
20-10-2025,Telangana,Karimnagar,505425,0,1
20-10-2025,Telangana,Karimnagar,505451,1,9
20-10-2025,Telangana,Karimnagar,505453,1,0
20-10-2025,Telangana,Karimnagar,505504,0,6
20-10-2025,Telangana,Karimnagar,505505,1,5
20-10-2025,Telangana,Khammam,507160,1,5
20-10-2025,Telangana,Khammam,507165,5,11
20-10-2025,Telangana,Khammam,507201,1,2
20-10-2025,Telangana,Khammam,507208,2,8
20-10-2025,Telangana,Khammam,507302,0,3
20-10-2025,Telangana,Khammam,507304,0,1
20-10-2025,Telangana,Komaram Bheem,504219,0,2
20-10-2025,Telangana,Komaram Bheem,504296,5,18
20-10-2025,Telangana,Mahabubabad,506381,2,9
20-10-2025,Telangana,Mahabubabad,507210,0,2
20-10-2025,Telangana,Mahabubnagar,509202,4,9
20-10-2025,Telangana,Mahabubnagar,509219,2,3
20-10-2025,Telangana,Mahabubnagar,509337,1,10
20-10-2025,Telangana,Mahabubnagar,509338,1,1
20-10-2025,Telangana,Mahabubnagar,509350,3,1
20-10-2025,Telangana,Mahabubnagar,509351,2,0
20-10-2025,Telangana,Mahabubnagar,509380,4,0
20-10-2025,Telangana,Mahabubnagar,509406,0,1
20-10-2025,Telangana,Mancherial,504208,2,8
20-10-2025,Telangana,Mancherial,504209,0,3
20-10-2025,Telangana,Mancherial,504214,0,6
20-10-2025,Telangana,Mancherial,504219,2,1
20-10-2025,Telangana,Medak,502001,0,1
20-10-2025,Telangana,Medak,502032,3,1
20-10-2025,Telangana,Medak,502101,1,3
20-10-2025,Telangana,Medak,502113,1,1
20-10-2025,Telangana,Medak,502220,4,3
20-10-2025,Telangana,Medak,502247,1,2
20-10-2025,Telangana,Medak,502248,2,3
20-10-2025,Telangana,Medak,502285,1,0
20-10-2025,Telangana,Medak,502290,0,2
20-10-2025,Telangana,Medak,502302,0,1
20-10-2025,Telangana,Medak,502314,1,2
20-10-2025,Telangana,Medchal-malkajgiri,500010,5,16
20-10-2025,Telangana,Medchal-malkajgiri,500014,2,8
20-10-2025,Telangana,Medchal-malkajgiri,500062,6,18
20-10-2025,Telangana,Medchal-malkajgiri,500067,1,4
20-10-2025,Telangana,Medchal-malkajgiri,500083,3,13
20-10-2025,Telangana,Medchal-malkajgiri,500092,4,16
20-10-2025,Telangana,Medchal-malkajgiri,500103,1,0
20-10-2025,Telangana,Medchal-malkajgiri,501301,4,8
20-10-2025,Telangana,Medchal-malkajgiri,501401,1,11
20-10-2025,Telangana,Mulugu,506165,3,7
20-10-2025,Telangana,Mulugu,506344,1,6
20-10-2025,Telangana,Mulugu,506352,1,2
20-10-2025,Telangana,Nagarkurnool,509349,0,1
20-10-2025,Telangana,Nagarkurnool,509406,0,1
20-10-2025,Telangana,Nalgonda,508207,2,37
20-10-2025,Telangana,Nalgonda,508210,1,6
20-10-2025,Telangana,Nalgonda,508211,1,15
20-10-2025,Telangana,Nalgonda,508234,0,1
20-10-2025,Telangana,Nalgonda,508244,3,7
20-10-2025,Telangana,Nalgonda,508246,0,1
20-10-2025,Telangana,Nalgonda,508257,3,4
20-10-2025,Telangana,Nalgonda,508280,0,1
20-10-2025,Telangana,Narayanpet,509208,2,26
20-10-2025,Telangana,Narayanpet,509411,2,15
20-10-2025,Telangana,Nirmal,504202,1,3
20-10-2025,Telangana,Nirmal,504310,1,4
20-10-2025,Telangana,Nizamabad,503002,0,4
20-10-2025,Telangana,Nizamabad,503101,1,0
20-10-2025,Telangana,Nizamabad,503122,0,3
20-10-2025,Telangana,Nizamabad,503305,1,1
20-10-2025,Telangana,Nizamabad,503308,0,4
20-10-2025,Telangana,Peddapalli,505214,1,0
20-10-2025,Telangana,Rajanna Sircilla,505303,1,4
20-10-2025,Telangana,Rajanna Sircilla,505304,0,3
20-10-2025,Telangana,Rajanna Sircilla,505307,1,2
20-10-2025,Telangana,Rajanna Sircilla,505403,0,4
20-10-2025,Telangana,Rajanna Sircilla,505404,2,8
20-10-2025,Telangana,Rajanna Sircilla,505405,1,2
20-10-2025,Telangana,Rangareddy,501510,1,5
20-10-2025,Telangana,Sangareddy,502273,0,8
20-10-2025,Telangana,Sangareddy,502285,1,2
20-10-2025,Telangana,Sangareddy,502300,1,7
20-10-2025,Telangana,Siddipet,502247,3,20
20-10-2025,Telangana,Siddipet,502278,5,24
20-10-2025,Telangana,Siddipet,502279,0,4
20-10-2025,Telangana,Siddipet,502334,1,7
20-10-2025,Telangana,Siddipet,502375,0,4
20-10-2025,Telangana,Suryapet,508204,3,44
20-10-2025,Telangana,Suryapet,508212,1,10
20-10-2025,Telangana,Suryapet,508213,3,29
20-10-2025,Telangana,Suryapet,508233,1,8
20-10-2025,Telangana,Suryapet,508234,2,11
20-10-2025,Telangana,Wanaparthy,509382,1,7
20-10-2025,Telangana,Warangal,506166,1,0
20-10-2025,Telangana,Warangal,506167,1,0
20-10-2025,Telangana,Warangal,506201,0,1
20-10-2025,Telangana,Warangal,506252,0,1
20-10-2025,Telangana,Warangal,506355,1,0
20-10-2025,Telangana,Warangal,506381,1,0
20-10-2025,Telangana,Warangal Rural,506319,0,1
20-10-2025,Telangana,Warangal Rural,506330,1,17
20-10-2025,Telangana,Warangal Rural,506332,0,2
20-10-2025,Telangana,Warangal Rural,506342,1,1
20-10-2025,Telangana,Warangal Rural,506365,0,3
20-10-2025,Telangana,Warangal Urban,505102,1,0
20-10-2025,Telangana,Yadadri.,508105,0,6
20-10-2025,Telangana,Yadadri.,508111,0,6
20-10-2025,Telangana,Yadadri.,508115,1,3
20-10-2025,Telangana,Yadadri.,508116,1,15
20-10-2025,Telangana,Yadadri.,508253,1,5
17-10-2025,Telangana,Adilabad,504103,2,2
17-10-2025,Telangana,Adilabad,504204,1,4
17-10-2025,Telangana,Adilabad,504205,0,6
17-10-2025,Telangana,Adilabad,504206,0,3
17-10-2025,Telangana,Adilabad,504207,0,1
17-10-2025,Telangana,Adilabad,504208,0,3
17-10-2025,Telangana,Adilabad,504214,3,4
17-10-2025,Telangana,Adilabad,504216,0,4
17-10-2025,Telangana,Adilabad,504273,1,2
17-10-2025,Telangana,Adilabad,504295,0,3
17-10-2025,Telangana,Adilabad,504296,0,3
17-10-2025,Telangana,Adilabad,504310,2,0
17-10-2025,Telangana,Adilabad,504346,4,19
17-10-2025,Telangana,Bhadradri Kothagudem,507118,1,6
17-10-2025,Telangana,Bhadradri Kothagudem,507120,4,5
17-10-2025,Telangana,Bhadradri Kothagudem,507306,7,21
17-10-2025,Telangana,Hanumakonda,505497,0,4
17-10-2025,Telangana,Hanumakonda,506004,0,5
17-10-2025,Telangana,Hanumakonda,506143,0,2
17-10-2025,Telangana,Hanumakonda,506319,3,8
17-10-2025,Telangana,Hanumakonda,506349,1,10
17-10-2025,Telangana,Hanumakonda,506391,0,16
17-10-2025,Telangana,Hyderabad,500003,6,19
17-10-2025,Telangana,Hyderabad,500013,9,44
17-10-2025,Telangana,Hyderabad,500018,3,37
17-10-2025,Telangana,Hyderabad,500026,5,19
17-10-2025,Telangana,Hyderabad,500053,10,78
17-10-2025,Telangana,Hyderabad,500057,0,2
17-10-2025,Telangana,Hyderabad,500058,2,6
17-10-2025,Telangana,Hyderabad,500059,10,52
17-10-2025,Telangana,Hyderabad,500065,0,10
17-10-2025,Telangana,Hyderabad,500073,2,8
17-10-2025,Telangana,Jagitial,505306,0,2
17-10-2025,Telangana,Jagitial,505331,2,6
17-10-2025,Telangana,Jagitial,505415,1,3
17-10-2025,Telangana,Jagitial,505453,1,7
17-10-2025,Telangana,Jangoan,506201,1,6
17-10-2025,Telangana,Jangoan,506252,0,4
17-10-2025,Telangana,Jayashankar Bhupalpally,505504,0,3
17-10-2025,Telangana,Jayashankar Bhupalpally,506169,3,14
17-10-2025,Telangana,Jogulamba Gadwal,509129,2,10
17-10-2025,Telangana,Jogulamba Gadwal,509133,0,1
17-10-2025,Telangana,Jogulamba Gadwal,509135,2,7
17-10-2025,Telangana,K.v. Rangareddy,500032,2,20
17-10-2025,Telangana,K.v. Rangareddy,500035,6,26
17-10-2025,Telangana,K.v. Rangareddy,500039,6,7
17-10-2025,Telangana,K.v. Rangareddy,500055,8,13
17-10-2025,Telangana,K.v. Rangareddy,500058,4,17
17-10-2025,Telangana,K.v. Rangareddy,500068,2,12
17-10-2025,Telangana,K.v. Rangareddy,500077,1,15
17-10-2025,Telangana,K.v. Rangareddy,500078,4,14
17-10-2025,Telangana,K.v. Rangareddy,500084,4,29
17-10-2025,Telangana,K.v. Rangareddy,500088,5,9
17-10-2025,Telangana,K.v. Rangareddy,500089,9,31
17-10-2025,Telangana,K.v. Rangareddy,500098,0,4
17-10-2025,Telangana,K.v. Rangareddy,500102,0,2
17-10-2025,Telangana,K.v. Rangareddy,501111,2,8
17-10-2025,Telangana,K.v. Rangareddy,501121,1,15
17-10-2025,Telangana,K.v. Rangareddy,501301,3,23
17-10-2025,Telangana,K.v. Rangareddy,501359,6,20
17-10-2025,Telangana,K.v. Rangareddy,501506,2,10
17-10-2025,Telangana,K.v. Rangareddy,501508,1,8
17-10-2025,Telangana,K.v. Rangareddy,509337,2,2
17-10-2025,Telangana,K.v. Rangareddy,509360,0,3
17-10-2025,Telangana,K.v. Rangareddy,509410,0,18
17-10-2025,Telangana,Kamareddy,503101,0,18
17-10-2025,Telangana,Kamareddy,503108,0,1
17-10-2025,Telangana,Kamareddy,503124,2,5
17-10-2025,Telangana,Kamareddy,503301,1,5
17-10-2025,Telangana,Kamareddy,503305,6,7
17-10-2025,Telangana,Karimnagar,505153,2,2
17-10-2025,Telangana,Karimnagar,505162,2,2
17-10-2025,Telangana,Karimnagar,505186,1,9
17-10-2025,Telangana,Karimnagar,505215,0,3
17-10-2025,Telangana,Karimnagar,505307,0,2
17-10-2025,Telangana,Karimnagar,505325,0,3
17-10-2025,Telangana,Karimnagar,505326,0,2
17-10-2025,Telangana,Karimnagar,505402,2,9
17-10-2025,Telangana,Karimnagar,505415,1,10
17-10-2025,Telangana,Karimnagar,505471,1,2
17-10-2025,Telangana,Karimnagar,505474,2,13
17-10-2025,Telangana,Karimnagar,505504,0,11
17-10-2025,Telangana,Karimnagar,505527,0,4
17-10-2025,Telangana,Karimnagar,505529,1,4
17-10-2025,Telangana,Khammam,507002,8,35
17-10-2025,Telangana,Khammam,507114,1,11
17-10-2025,Telangana,Khammam,507140,0,1
17-10-2025,Telangana,Khammam,507160,1,14
17-10-2025,Telangana,Khammam,507167,5,17
17-10-2025,Telangana,Khammam,507169,1,9
17-10-2025,Telangana,Khammam,507182,5,15
17-10-2025,Telangana,Khammam,507204,1,10
17-10-2025,Telangana,Khammam,507305,3,9
17-10-2025,Telangana,Komaram Bheem,504219,0,2
17-10-2025,Telangana,Komaram Bheem,504273,2,5
17-10-2025,Telangana,Komaram Bheem,504294,1,16
17-10-2025,Telangana,Komaram Bheem,504295,6,26
17-10-2025,Telangana,Komaram Bheem,504299,18,78
17-10-2025,Telangana,Mahabubabad,506104,0,3
17-10-2025,Telangana,Mahabubabad,506134,4,4
17-10-2025,Telangana,Mahabubabad,506135,1,20
17-10-2025,Telangana,Mahabubabad,506310,1,1
17-10-2025,Telangana,Mahabubabad,507122,0,2
17-10-2025,Telangana,Mahabubnagar,509102,9,50
17-10-2025,Telangana,Mahabubnagar,509103,1,4
17-10-2025,Telangana,Mahabubnagar,509110,1,14
17-10-2025,Telangana,Mahabubnagar,509152,1,1
17-10-2025,Telangana,Mahabubnagar,509202,12,22
17-10-2025,Telangana,Mahabubnagar,509203,1,0
17-10-2025,Telangana,Mahabubnagar,509209,1,8
17-10-2025,Telangana,Mahabubnagar,509235,3,5
17-10-2025,Telangana,Mahabubnagar,509326,0,1
17-10-2025,Telangana,Mahabubnagar,509327,3,1
17-10-2025,Telangana,Mahabubnagar,509353,2,1
17-10-2025,Telangana,Mahabubnagar,509412,1,9
17-10-2025,Telangana,Mancherial,504201,7,21
17-10-2025,Telangana,Mancherial,504204,5,9
17-10-2025,Telangana,Mancherial,504209,0,4
17-10-2025,Telangana,Mancherial,504301,1,7
17-10-2025,Telangana,Medak,502101,0,12
17-10-2025,Telangana,Medak,502115,1,4
