date,state,district,pincode,bio_age_5_17,bio_age_17_
29-10-2025,Telangana,Karimnagar,505469,2,11
29-10-2025,Telangana,Karimnagar,505474,1,2
29-10-2025,Telangana,Karimnagar,505502,0,1
29-10-2025,Telangana,Karimnagar,505504,6,14
29-10-2025,Telangana,Karimnagar,505514,3,8
29-10-2025,Telangana,Karimnagar,505530,1,6
29-10-2025,Telangana,Karimnagar,505532,4,7
29-10-2025,Telangana,Khammam,507115,7,3
29-10-2025,Telangana,Khammam,507123,2,1
29-10-2025,Telangana,Khammam,507136,5,1
29-10-2025,Telangana,Khammam,507157,0,2
29-10-2025,Telangana,Khammam,507163,1,0
29-10-2025,Telangana,Komaram Bheem,504313,2,3
29-10-2025,Telangana,Mahabubabad,506163,5,0
29-10-2025,Telangana,Mahabubnagar,509104,6,7
29-10-2025,Telangana,Mahabubnagar,509125,12,33
29-10-2025,Telangana,Mahabubnagar,509126,6,11
29-10-2025,Telangana,Mahabubnagar,509128,2,14
29-10-2025,Telangana,Mahabubnagar,509132,33,10
29-10-2025,Telangana,Mahabubnagar,509135,6,3
29-10-2025,Telangana,Mahabubnagar,509202,3,2
29-10-2025,Telangana,Mahabubnagar,509207,3,1
29-10-2025,Telangana,Mahabubnagar,509208,22,14
29-10-2025,Telangana,Mahabubnagar,509210,12,28
29-10-2025,Telangana,Mahabubnagar,509215,0,5
29-10-2025,Telangana,Mahabubnagar,509311,4,8
29-10-2025,Telangana,Mahabubnagar,509321,4,5
29-10-2025,Telangana,Mahabubnagar,509334,4,1
29-10-2025,Telangana,Mahabubnagar,509340,6,4
29-10-2025,Telangana,Mahabubnagar,509358,1,0
29-10-2025,Telangana,Mahabubnagar,509360,3,1
29-10-2025,Telangana,Mahabubnagar,509375,3,2
29-10-2025,Telangana,Mahabubnagar,509407,5,3
29-10-2025,Telangana,Mancherial,504206,1,3
29-10-2025,Telangana,Mancherial,504219,5,1
29-10-2025,Telangana,Mancherial,504273,9,0
29-10-2025,Telangana,Medak,502102,15,4
29-10-2025,Telangana,Medak,502103,20,3
29-10-2025,Telangana,Medak,502249,0,2
29-10-2025,Telangana,Medak,502273,5,18
29-10-2025,Telangana,Medak,502280,1,1
29-10-2025,Telangana,Medak,502290,9,36
29-10-2025,Telangana,Medak,502291,4,5
29-10-2025,Telangana,Medak,502300,5,1
29-10-2025,Telangana,Medak,502306,1,2
29-10-2025,Telangana,Medak,502310,0,1
29-10-2025,Telangana,Medak,502312,1,2
29-10-2025,Telangana,Medak,502329,1,0
29-10-2025,Telangana,Medak,502335,5,3
29-10-2025,Telangana,Medak,502345,6,9
29-10-2025,Telangana,Medchal-malkajgiri,500049,0,2
29-10-2025,Telangana,Medchal−malkajgiri,500056,0,2
29-10-2025,Telangana,Mulugu,506165,6,3
29-10-2025,Telangana,Mulugu,507136,3,5
29-10-2025,Telangana,Nagarkurnool,509201,1,0
29-10-2025,Telangana,Nagarkurnool,509206,1,1
29-10-2025,Telangana,Nagarkurnool,509320,3,1
29-10-2025,Telangana,Nalgonda,508001,16,21
29-10-2025,Telangana,Nalgonda,508210,1,4
29-10-2025,Telangana,Nalgonda,508212,2,0
29-10-2025,Telangana,Nalgonda,508221,1,0
29-10-2025,Telangana,Nalgonda,508245,1,1
29-10-2025,Telangana,Nalgonda,508247,1,1
29-10-2025,Telangana,Nalgonda,508250,1,2
29-10-2025,Telangana,Nalgonda,508277,2,0
29-10-2025,Telangana,Nalgonda,508279,0,2
29-10-2025,Telangana,Nalgonda,508376,0,1
29-10-2025,Telangana,Narayanpet,509204,0,4
29-10-2025,Telangana,Narayanpet,509353,1,1
29-10-2025,Telangana,Narayanpet,509411,4,6
29-10-2025,Telangana,Nirmal,504104,2,2
29-10-2025,Telangana,Nirmal,504109,0,1
29-10-2025,Telangana,Nirmal,504110,1,0
29-10-2025,Telangana,Nirmal,504306,0,7
29-10-2025,Telangana,Nizamabad,503001,27,33
29-10-2025,Telangana,Nizamabad,503003,15,6
29-10-2025,Telangana,Nizamabad,503101,5,10
29-10-2025,Telangana,Nizamabad,503124,3,7
29-10-2025,Telangana,Nizamabad,503125,0,8
29-10-2025,Telangana,Nizamabad,503144,4,5
29-10-2025,Telangana,Nizamabad,503164,3,8
29-10-2025,Telangana,Nizamabad,503165,6,18
29-10-2025,Telangana,Nizamabad,503185,3,9
29-10-2025,Telangana,Nizamabad,503188,6,0
29-10-2025,Telangana,Nizamabad,503207,14,28
29-10-2025,Telangana,Nizamabad,503213,5,7
29-10-2025,Telangana,Nizamabad,503311,7,11
29-10-2025,Telangana,Nizamabad,503321,2,15
29-10-2025,Telangana,Peddapalli,505185,1,8
29-10-2025,Telangana,Rajanna Sircilla,505303,3,1
29-10-2025,Telangana,Rajanna Sircilla,505307,1,1
29-10-2025,Telangana,Rajanna Sircilla,505528,1,0
29-10-2025,Telangana,Sangareddy,502001,4,11
29-10-2025,Telangana,Sangareddy,502210,3,0
29-10-2025,Telangana,Sangareddy,502221,1,1
29-10-2025,Telangana,Sangareddy,502251,0,1
29-10-2025,Telangana,Sangareddy,502371,1,0
29-10-2025,Telangana,Siddipet,502301,2,2
29-10-2025,Telangana,Siddipet,502372,1,0
29-10-2025,Telangana,Siddipet,505466,1,0
29-10-2025,Telangana,Wanaparthy,509104,6,9
29-10-2025,Telangana,Wanaparthy,509381,8,3
29-10-2025,Telangana,Warangal,506006,3,2
29-10-2025,Telangana,Warangal,506009,4,4
29-10-2025,Telangana,Warangal,506164,8,2
29-10-2025,Telangana,Warangal,506165,1,2
29-10-2025,Telangana,Warangal,506224,3,1
29-10-2025,Telangana,Warangal,506244,2,2
29-10-2025,Telangana,Warangal,506331,3,1
29-10-2025,Telangana,Warangal,506342,1,0
29-10-2025,Telangana,Warangal,506343,0,2
29-10-2025,Telangana,Warangal,506349,1,2
29-10-2025,Telangana,Warangal,506355,3,0
29-10-2025,Telangana,Warangal,506365,1,3
29-10-2025,Telangana,Warangal,506366,1,0
29-10-2025,Telangana,Warangal Rural,506132,1,1
29-10-2025,Telangana,Warangal Rural,506164,9,0
29-10-2025,Telangana,Warangal Rural,506342,0,1
29-10-2025,Telangana,Warangal Urban,506002,3,4
29-10-2025,Telangana,Warangal Urban,506006,0,1
29-10-2025,Telangana,Yadadri.,508126,1,0
29-10-2025,Telangana,Yadadri.,508277,0,4
01-11-2025,Telangana,Adilabad,504105,2,2
01-11-2025,Telangana,Adilabad,504204,4,7
01-11-2025,Telangana,Adilabad,504207,2,3
01-11-2025,Telangana,Adilabad,504209,2,0
01-11-2025,Telangana,Adilabad,504292,1,0
01-11-2025,Telangana,Adilabad,504294,1,3
01-11-2025,Telangana,Adilabad,504295,1,2
01-11-2025,Telangana,Adilabad,504301,3,0
01-11-2025,Telangana,Adilabad,504306,2,2
01-11-2025,Telangana,Adilabad,504312,5,6
01-11-2025,Telangana,Bhadradri Kothagudem,507111,7,6
01-11-2025,Telangana,Bhadradri Kothagudem,507117,17,21
01-11-2025,Telangana,Bhadradri Kothagudem,507123,22,20
01-11-2025,Telangana,Bhadradri Kothagudem,507301,5,0
01-11-2025,Telangana,Hanumakonda,505101,1,4
01-11-2025,Telangana,Hanumakonda,505476,0,1
01-11-2025,Telangana,Hanumakonda,506001,4,28
01-11-2025,Telangana,Hanumakonda,506004,0,1
01-11-2025,Telangana,Hanumakonda,506015,1,5
01-11-2025,Telangana,Hanumakonda,506151,0,1
01-11-2025,Telangana,Hanumakonda,506164,0,1
01-11-2025,Telangana,Hanumakonda,506342,0,3
01-11-2025,Telangana,Hanumakonda,506370,1,3
01-11-2025,Telangana,Hanumakonda,506391,1,1
01-11-2025,Telangana,Hyderabad,500007,10,4
01-11-2025,Telangana,Hyderabad,500038,9,9
01-11-2025,Telangana,Hyderabad,500044,16,9
01-11-2025,Telangana,Hyderabad,500050,6,5
01-11-2025,Telangana,Hyderabad,500056,6,6
01-11-2025,Telangana,Hyderabad,500061,29,15
01-11-2025,Telangana,Hyderabad,500085,1,3
01-11-2025,Telangana,Hyderabad,500087,2,2
01-11-2025,Telangana,Jagitial,505330,1,0
01-11-2025,Telangana,Jangaon,506222,2,1
01-11-2025,Telangana,Jangoan,506201,0,1
01-11-2025,Telangana,Jangoan,506221,1,6
01-11-2025,Telangana,Jangoan,506223,12,1
01-11-2025,Telangana,Jayashankar Bhupalpally,501141,1,0
01-11-2025,Telangana,Jayashankar Bhupalpally,505503,7,8
01-11-2025,Telangana,Jayashankar Bhupalpally,506168,2,0
01-11-2025,Telangana,Jayashankar Bhupalpally,506366,0,2
01-11-2025,Telangana,Jogulamba Gadwal,509135,5,4
01-11-2025,Telangana,K.v. Rangareddy,500019,25,9
01-11-2025,Telangana,K.v. Rangareddy,500039,12,8
01-11-2025,Telangana,K.v. Rangareddy,500050,15,7
01-11-2025,Telangana,K.v. Rangareddy,500068,33,20
01-11-2025,Telangana,K.v. Rangareddy,500074,25,11
01-11-2025,Telangana,K.v. Rangareddy,500084,20,7
01-11-2025,Telangana,K.v. Rangareddy,501121,2,7
01-11-2025,Telangana,K.v. Rangareddy,501144,2,23
01-11-2025,Telangana,K.v. Rangareddy,501202,19,48
01-11-2025,Telangana,K.v. Rangareddy,501218,18,14
01-11-2025,Telangana,K.v. Rangareddy,501505,20,17
01-11-2025,Telangana,K.v. Rangareddy,501512,3,0
01-11-2025,Telangana,K.v. Rangareddy,509202,2,2
01-11-2025,Telangana,Kamareddy,503110,2,9
01-11-2025,Telangana,Kamareddy,503120,3,3
01-11-2025,Telangana,Kamareddy,503122,2,2
01-11-2025,Telangana,Kamareddy,503302,1,1
01-11-2025,Telangana,Kamareddy,503321,0,2
01-11-2025,Telangana,Karimnagar,505101,2,0
01-11-2025,Telangana,Karimnagar,505122,2,3
01-11-2025,Telangana,Karimnagar,505185,4,4
01-11-2025,Telangana,Karimnagar,505187,3,5
01-11-2025,Telangana,Karimnagar,505188,11,6
01-11-2025,Telangana,Karimnagar,505208,5,2
01-11-2025,Telangana,Karimnagar,505212,4,9
01-11-2025,Telangana,Karimnagar,505307,2,14
01-11-2025,Telangana,Karimnagar,505330,1,0
01-11-2025,Telangana,Karimnagar,505415,24,9
01-11-2025,Telangana,Karimnagar,505460,4,11
01-11-2025,Telangana,Karimnagar,505469,2,13
01-11-2025,Telangana,Karimnagar,505470,0,1
01-11-2025,Telangana,Karimnagar,505473,4,2
01-11-2025,Telangana,Karimnagar,505480,3,0
01-11-2025,Telangana,Karimnagar,505490,1,4
01-11-2025,Telangana,Karimnagar,505501,6,4
01-11-2025,Telangana,Karimnagar,505502,2,4
01-11-2025,Telangana,Karimnagar,505504,17,1
01-11-2025,Telangana,Karimnagar,505532,5,4
01-11-2025,Telangana,Khammam,507003,25,11
01-11-2025,Telangana,Khammam,507163,7,5
01-11-2025,Telangana,Khammam,507182,12,1
01-11-2025,Telangana,Khammam,507301,4,1
01-11-2025,Telangana,Khammam,507304,9,1
01-11-2025,Telangana,Mahabubabad,506101,14,7
01-11-2025,Telangana,Mahabubabad,506104,1,2
01-11-2025,Telangana,Mahabubabad,506112,14,5
01-11-2025,Telangana,Mahabubabad,506163,5,6
01-11-2025,Telangana,Mahabubabad,506317,1,0
01-11-2025,Telangana,Mahabubnagar,509131,3,0
01-11-2025,Telangana,Mahabubnagar,509202,19,13
01-11-2025,Telangana,Mahabubnagar,509205,11,6
01-11-2025,Telangana,Mahabubnagar,509207,13,6
01-11-2025,Telangana,Mahabubnagar,509324,18,13
01-11-2025,Telangana,Mahabubnagar,509350,3,5
01-11-2025,Telangana,Mahabubnagar,509357,16,5
01-11-2025,Telangana,Mahabubnagar,509401,11,7
01-11-2025,Telangana,Mahabubnagar,509410,3,5
01-11-2025,Telangana,Mancherial,504201,20,8
01-11-2025,Telangana,Mancherial,504204,6,5
01-11-2025,Telangana,Mancherial,504273,2,0
01-11-2025,Telangana,Mancherial,504301,1,2
01-11-2025,Telangana,Medak,502107,3,0
01-11-2025,Telangana,Medak,502108,29,8
01-11-2025,Telangana,Medak,502113,2,4
01-11-2025,Telangana,Medak,502114,8,0
01-11-2025,Telangana,Medak,502220,15,13
01-11-2025,Telangana,Medak,502228,2,2
01-11-2025,Telangana,Medak,502251,8,7
01-11-2025,Telangana,Medak,502273,18,12
01-11-2025,Telangana,Medak,502280,4,1
01-11-2025,Telangana,Medak,502290,25,7
01-11-2025,Telangana,Medak,502300,6,8
01-11-2025,Telangana,Medak,502306,2,3
01-11-2025,Telangana,Medak,502316,12,22
01-11-2025,Telangana,Medak,502329,1,0
01-11-2025,Telangana,Medak,502334,23,7
01-11-2025,Telangana,Medak,502336,3,9
01-11-2025,Telangana,Medak,502381,7,7
01-11-2025,Telangana,Medchal-malkajgiri,500018,7,6
01-11-2025,Telangana,Medchal-malkajgiri,500037,6,8
01-11-2025,Telangana,Medchal-malkajgiri,500055,15,18
01-11-2025,Telangana,Medchal-malkajgiri,500056,5,2
01-11-2025,Telangana,Medchal-malkajgiri,500068,3,3
01-11-2025,Telangana,Medchal-malkajgiri,500085,2,4
01-11-2025,Telangana,Medchal−malkajgiri,500039,3,1
01-11-2025,Telangana,Medchal−malkajgiri,500072,11,3
01-11-2025,Telangana,Medchal−malkajgiri,500087,6,1
01-11-2025,Telangana,Nagarkurnool,509209,2,0
01-11-2025,Telangana,Nagarkurnool,509324,7,8
01-11-2025,Telangana,Nagarkurnool,509385,6,3
01-11-2025,Telangana,Nagarkurnool,509406,3,1
01-11-2025,Telangana,Nalgonda,508205,12,4
01-11-2025,Telangana,Nalgonda,508212,9,6
01-11-2025,Telangana,Nalgonda,508213,17,16
01-11-2025,Telangana,Nalgonda,508217,6,7
01-11-2025,Telangana,Nalgonda,508223,4,3
01-11-2025,Telangana,Nalgonda,508250,4,7
01-11-2025,Telangana,Nalgonda,508254,6,2
01-11-2025,Telangana,Nalgonda,508266,5,6
01-11-2025,Telangana,Nalgonda,508280,6,4
01-11-2025,Telangana,Nalgonda,508286,3,2
01-11-2025,Telangana,Narayanpet,509208,6,9
01-11-2025,Telangana,Narayanpet,509411,6,12
01-11-2025,Telangana,Nirmal,504101,4,10
01-11-2025,Telangana,Nirmal,504103,17,37
01-11-2025,Telangana,Nizamabad,503102,0,2
01-11-2025,Telangana,Nizamabad,503108,37,20
01-11-2025,Telangana,Nizamabad,503164,13,13
01-11-2025,Telangana,Nizamabad,503180,1,2
01-11-2025,Telangana,Nizamabad,503187,10,18
01-11-2025,Telangana,Nizamabad,503213,8,10
01-11-2025,Telangana,Nizamabad,503218,3,11
01-11-2025,Telangana,Nizamabad,503245,12,7
01-11-2025,Telangana,Nizamabad,503246,4,2
01-11-2025,Telangana,Nizamabad,503302,7,5
01-11-2025,Telangana,Nizamabad,503305,13,10
01-11-2025,Telangana,Nizamabad,503321,3,6
01-11-2025,Telangana,Peddapalli,505184,6,8
01-11-2025,Telangana,Peddapalli,505188,0,1
01-11-2025,Telangana,Rajanna Sircilla,505301,5,3
01-11-2025,Telangana,Rajanna Sircilla,505307,3,2
01-11-2025,Telangana,Rajanna Sircilla,505404,3,5
01-11-2025,Telangana,Rangareddy,500068,0,1
01-11-2025,Telangana,Sangareddy,502246,5,0
01-11-2025,Telangana,Sangareddy,502251,7,2
01-11-2025,Telangana,Sangareddy,502257,16,3
01-11-2025,Telangana,Sangareddy,502270,5,6
01-11-2025,Telangana,Sangareddy,502286,6,2
01-11-2025,Telangana,Sangareddy,502291,6,3
01-11-2025,Telangana,Sangareddy,502293,2,0
01-11-2025,Telangana,Sangareddy,502295,3,1
01-11-2025,Telangana,Sangareddy,502296,14,1
01-11-2025,Telangana,Sangareddy,502300,2,3
01-11-2025,Telangana,Sangareddy,502321,2,2
01-11-2025,Telangana,Sangareddy,502345,7,0
01-11-2025,Telangana,Siddipet,502103,16,8
01-11-2025,Telangana,Siddipet,502108,10,2
01-11-2025,Telangana,Siddipet,502247,5,2
01-11-2025,Telangana,Siddipet,502281,0,5
01-11-2025,Telangana,Siddipet,502301,7,0
01-11-2025,Telangana,Siddipet,505473,11,0
01-11-2025,Telangana,Siddipet,506224,1,1
01-11-2025,Telangana,Siddipet,506367,6,0
01-11-2025,Telangana,Suryapet,508111,5,0
01-11-2025,Telangana,Suryapet,508206,3,20
01-11-2025,Telangana,Suryapet,508212,6,8
01-11-2025,Telangana,Suryapet,508221,3,4
01-11-2025,Telangana,Suryapet,508222,5,4
01-11-2025,Telangana,Suryapet,508376,0,1
01-11-2025,Telangana,Vikarabad,501141,1,6
01-11-2025,Telangana,Vikarabad,501202,10,2
01-11-2025,Telangana,Vikarabad,501501,11,5
01-11-2025,Telangana,Warangal,506002,15,10
01-11-2025,Telangana,Warangal,506005,3,7
01-11-2025,Telangana,Warangal,506132,25,8
01-11-2025,Telangana,Warangal,506144,2,1
01-11-2025,Telangana,Warangal,506151,4,0
01-11-2025,Telangana,Warangal,506201,2,2
01-11-2025,Telangana,Warangal,506244,34,8
01-11-2025,Telangana,Warangal,506314,10,1
01-11-2025,Telangana,Warangal,506315,21,14
01-11-2025,Telangana,Warangal,506317,3,1
01-11-2025,Telangana,Warangal,506342,4,0
01-11-2025,Telangana,Warangal,506343,1,3
01-11-2025,Telangana,Warangal,506348,2,2
01-11-2025,Telangana,Warangal,506355,4,2
01-11-2025,Telangana,Warangal,506365,2,7
01-11-2025,Telangana,Warangal,506367,7,7
01-11-2025,Telangana,Warangal Rural,506313,5,1
01-11-2025,Telangana,Warangal Urban,505471,2,1
01-11-2025,Telangana,Warangal Urban,506001,5,2
01-11-2025,Telangana,Warangal Urban,506002,10,7
01-11-2025,Telangana,Yadadri.,508111,4,4
01-11-2025,Telangana,Yadadri.,508112,6,2
01-11-2025,Telangana,Yadadri.,508113,14,2
01-11-2025,Telangana,Yadadri.,508116,6,7
01-11-2025,Telangana,Yadadri.,508253,2,4
01-11-2025,Telangana,Yadadri.,508284,1,1
01-11-2025,Telangana,Yadadri.,508286,1,0
02-11-2025,Telangana,Adilabad,504202,1,0
02-11-2025,Telangana,Hanumakonda,506142,1,0
02-11-2025,Telangana,Hyderabad,500024,5,1
02-11-2025,Telangana,Hyderabad,500026,1,0
02-11-2025,Telangana,Hyderabad,500027,2,3
02-11-2025,Telangana,Hyderabad,500029,1,2
02-11-2025,Telangana,Hyderabad,500058,0,1
02-11-2025,Telangana,Hyderabad,500061,9,1
02-11-2025,Telangana,Hyderabad,500064,2,1
02-11-2025,Telangana,Hyderabad,500065,0,1
02-11-2025,Telangana,Jangoan,506302,0,1
02-11-2025,Telangana,K.v. Rangareddy,500037,7,0
02-11-2025,Telangana,K.v. Rangareddy,500048,0,2
02-11-2025,Telangana,K.v. Rangareddy,500070,3,5
02-11-2025,Telangana,K.v. Rangareddy,500081,1,0
02-11-2025,Telangana,K.v. Rangareddy,509339,1,0
02-11-2025,Telangana,Karimnagar,505153,0,1
02-11-2025,Telangana,Karimnagar,505476,0,1
02-11-2025,Telangana,Khammam,507123,1,0
02-11-2025,Telangana,Mahabubabad,506317,1,0
02-11-2025,Telangana,Mahabubnagar,509001,0,1
02-11-2025,Telangana,Mahabubnagar,509401,1,1
02-11-2025,Telangana,Medak,502287,0,1
02-11-2025,Telangana,Medak,502290,0,1
02-11-2025,Telangana,Medchal-malkajgiri,500018,0,2
02-11-2025,Telangana,Warangal,506164,0,1
02-11-2025,Telangana,Warangal,506165,1,0
02-11-2025,Telangana,Warangal,506319,1,0
02-11-2025,Telangana,Warangal,506367,1,2
02-11-2025,Telangana,Warangal Urban,506009,1,1
06-11-2025,Telangana,Yadadri.,508277,6,5
06-11-2025,Telangana,Yadadri.,508285,4,3
15-08-2025,Telangana,Hyderabad,500003,0,1
15-08-2025,Telangana,Hyderabad,500038,1,0
15-08-2025,Telangana,Hyderabad,500053,2,0
15-08-2025,Telangana,K.v. Rangareddy,501142,2,0
15-08-2025,Telangana,K.v. Rangareddy,501503,0,2
15-08-2025,Telangana,Karimnagar,505212,0,3
15-08-2025,Telangana,Karimnagar,505453,1,0
15-08-2025,Telangana,Karimnagar,505467,0,1
15-08-2025,Telangana,Suryapet,508233,0,1
15-08-2025,Telangana,Warangal,506001,1,0
15-08-2025,Telangana,Warangal,506005,2,1
15-08-2025,Telangana,Warangal Urban,506001,1,0
21-08-2025,Telangana,Adilabad,504109,0,3
21-08-2025,Telangana,Adilabad,504201,1,4
21-08-2025,Telangana,Adilabad,504204,1,1
21-08-2025,Telangana,Adilabad,504209,2,5
21-08-2025,Telangana,Adilabad,504215,9,3
21-08-2025,Telangana,Adilabad,504219,12,13
21-08-2025,Telangana,Adilabad,504220,0,1
21-08-2025,Telangana,Adilabad,504292,1,3
21-08-2025,Telangana,Adilabad,504293,4,10
21-08-2025,Telangana,Adilabad,504295,0,1
21-08-2025,Telangana,Adilabad,504296,8,7
21-08-2025,Telangana,Adilabad,504299,13,18
21-08-2025,Telangana,Adilabad,504303,3,3
21-08-2025,Telangana,Adilabad,504306,1,1
21-08-2025,Telangana,Bhadradri Kothagudem,507114,0,2
21-08-2025,Telangana,Bhadradri Kothagudem,507122,1,1
21-08-2025,Telangana,Bhadradri Kothagudem,507123,5,17
21-08-2025,Telangana,Bhadradri Kothagudem,507128,2,1
21-08-2025,Telangana,Bhadradri Kothagudem,507316,0,1
21-08-2025,Telangana,Hanumakonda,506006,0,2
21-08-2025,Telangana,Hanumakonda,506015,0,2
21-08-2025,Telangana,Hanumakonda,506142,0,5
21-08-2025,Telangana,Hanumakonda,506151,0,2
21-08-2025,Telangana,Hyderabad,500003,8,19
21-08-2025,Telangana,Hyderabad,500004,10,13
21-08-2025,Telangana,Hyderabad,500007,2,3
21-08-2025,Telangana,Hyderabad,500011,24,7
21-08-2025,Telangana,Hyderabad,500023,24,26
21-08-2025,Telangana,Hyderabad,500027,3,5
21-08-2025,Telangana,Hyderabad,500028,25,27
21-08-2025,Telangana,Hyderabad,500049,8,3
21-08-2025,Telangana,Hyderabad,500050,3,5
21-08-2025,Telangana,Hyderabad,500073,2,3
21-08-2025,Telangana,Jagitial,505306,1,0
21-08-2025,Telangana,Jagitial,505326,4,0
21-08-2025,Telangana,Jagitial,505450,0,2
21-08-2025,Telangana,Jagitial,505462,1,3
21-08-2025,Telangana,Jangaon,506252,1,0
21-08-2025,Telangana,Jangoan,506143,3,1
21-08-2025,Telangana,Jangoan,506144,2,2
21-08-2025,Telangana,Jangoan,506302,0,3
21-08-2025,Telangana,Jayashankar Bhupalpally,505504,0,1
21-08-2025,Telangana,Jogulamba Gadwal,509125,11,18
21-08-2025,Telangana,Jogulamba Gadwal,509129,1,2
21-08-2025,Telangana,K.v. Rangareddy,500046,0,1
21-08-2025,Telangana,K.v. Rangareddy,500048,11,13
21-08-2025,Telangana,K.v. Rangareddy,500052,13,11
21-08-2025,Telangana,K.v. Rangareddy,500060,2,11
21-08-2025,Telangana,K.v. Rangareddy,500084,6,6
21-08-2025,Telangana,K.v. Rangareddy,500086,6,6
21-08-2025,Telangana,K.v. Rangareddy,500112,0,1
21-08-2025,Telangana,K.v. Rangareddy,501401,2,18
21-08-2025,Telangana,K.v. Rangareddy,501503,9,7
21-08-2025,Telangana,K.v. Rangareddy,501511,0,2
21-08-2025,Telangana,K.v. Rangareddy,509207,5,4
21-08-2025,Telangana,K.v. Rangareddy,509325,8,26
21-08-2025,Telangana,K.v. Rangareddy,509327,1,2
21-08-2025,Telangana,K.v. Rangareddy,509335,1,15
21-08-2025,Telangana,K.v. Rangareddy,509340,2,8
21-08-2025,Telangana,K.v. Rangareddy,509357,1,1
21-08-2025,Telangana,K.v. Rangareddy,509358,1,3
21-08-2025,Telangana,Kamareddy,503114,0,1
21-08-2025,Telangana,Kamareddy,503124,0,4
21-08-2025,Telangana,Kamareddy,503187,5,5
21-08-2025,Telangana,Karimnagar,505101,1,0
21-08-2025,Telangana,Karimnagar,505186,0,9
21-08-2025,Telangana,Karimnagar,505187,2,23
21-08-2025,Telangana,Karimnagar,505302,2,6
21-08-2025,Telangana,Karimnagar,505304,6,8
21-08-2025,Telangana,Karimnagar,505401,2,5
21-08-2025,Telangana,Karimnagar,505451,1,6
21-08-2025,Telangana,Karimnagar,505460,8,3
21-08-2025,Telangana,Karimnagar,505467,3,19
21-08-2025,Telangana,Karimnagar,505470,2,4
21-08-2025,Telangana,Karimnagar,505472,2,2
21-08-2025,Telangana,Karimnagar,505474,2,7
21-08-2025,Telangana,Karimnagar,505480,3,2
21-08-2025,Telangana,Karimnagar,505497,1,2
21-08-2025,Telangana,Karimnagar,505514,0,8
21-08-2025,Telangana,Karimnagar,505526,6,8
21-08-2025,Telangana,Karimnagar,505529,5,4
21-08-2025,Telangana,Karimnagar,505530,1,43
21-08-2025,Telangana,Khammam,507001,9,8
21-08-2025,Telangana,Khammam,507002,5,6
21-08-2025,Telangana,Khammam,507003,11,13
21-08-2025,Telangana,Khammam,507122,7,9
21-08-2025,Telangana,Khammam,507157,1,0
21-08-2025,Telangana,Khammam,507163,2,2
21-08-2025,Telangana,Khammam,507165,3,4
21-08-2025,Telangana,Khammam,507167,6,4
21-08-2025,Telangana,Khammam,507209,1,11
21-08-2025,Telangana,Khammam,507301,2,4
21-08-2025,Telangana,Mahabubabad,506101,2,2
21-08-2025,Telangana,Mahabubabad,506104,1,0
21-08-2025,Telangana,Mahabubnagar,509105,1,1
21-08-2025,Telangana,Mahabubnagar,509120,1,3
21-08-2025,Telangana,Mahabubnagar,509153,3,3
21-08-2025,Telangana,Mahabubnagar,509202,6,12
21-08-2025,Telangana,Mahabubnagar,509203,5,1
21-08-2025,Telangana,Mahabubnagar,509204,7,11
21-08-2025,Telangana,Mahabubnagar,509215,2,17
21-08-2025,Telangana,Mahabubnagar,509324,4,8
21-08-2025,Telangana,Mahabubnagar,509325,2,3
21-08-2025,Telangana,Mahabubnagar,509360,0,3
21-08-2025,Telangana,Mahabubnagar,509406,5,3
21-08-2025,Telangana,Mahabubnagar,509407,3,4
21-08-2025,Telangana,Mancherial,504205,1,0
21-08-2025,Telangana,Mancherial,504207,0,4
21-08-2025,Telangana,Mancherial,504208,3,6
21-08-2025,Telangana,Mancherial,504220,0,2
21-08-2025,Telangana,Medak,502001,8,5
21-08-2025,Telangana,Medak,502101,0,3
21-08-2025,Telangana,Medak,502107,1,4
21-08-2025,Telangana,Medak,502109,2,12
21-08-2025,Telangana,Medak,502113,1,5
21-08-2025,Telangana,Medak,502210,3,4
21-08-2025,Telangana,Medak,502221,4,6
21-08-2025,Telangana,Medak,502248,2,6
21-08-2025,Telangana,Medak,502271,1,5
21-08-2025,Telangana,Medak,502280,2,7
21-08-2025,Telangana,Medak,502285,0,2
21-08-2025,Telangana,Medak,502290,3,27
21-08-2025,Telangana,Medak,502294,0,3
21-08-2025,Telangana,Medak,502300,2,0
21-08-2025,Telangana,Medak,502321,4,8
21-08-2025,Telangana,Medak,502324,1,0
21-08-2025,Telangana,Medak,502325,3,5
21-08-2025,Telangana,Medak,502371,1,6
21-08-2025,Telangana,Medchal-malkajgiri,500037,2,7
21-08-2025,Telangana,Medchal-malkajgiri,500039,2,2
21-08-2025,Telangana,Medchal-malkajgiri,500055,7,20
21-08-2025,Telangana,Medchal-malkajgiri,500067,1,1
21-08-2025,Telangana,Medchal-malkajgiri,500068,0,4
21-08-2025,Telangana,Medchal-malkajgiri,500092,1,5
21-08-2025,Telangana,Medchal-malkajgiri,501301,4,12
21-08-2025,Telangana,Medchal-malkajgiri,501401,2,7
21-08-2025,Telangana,Medchal−malkajgiri,500039,2,0
21-08-2025,Telangana,Medchal−malkajgiri,500043,2,1
21-08-2025,Telangana,Medchal−malkajgiri,500055,7,5
21-08-2025,Telangana,Medchal−malkajgiri,500067,1,0
21-08-2025,Telangana,Medchal−malkajgiri,500090,3,3
21-08-2025,Telangana,Mulugu,506347,0,1
